,Unnamed: 0,name,address,post_codes,lat,long,quarter
318,125,Coop,"Ottenbacherstrasse 23, 8912 Obfelden",8912,47.266924,8.4242246,
319,126,Coop,"Poststrasse 1, 5436 Würenlos",5436,47.4433022,8.362069199999999,
320,127,Coop,"Dorfstrasse 138, 8424 Embrach",8424,47.5109947,8.594256699999999,
321,128,Coop,"Einsiedlerstrasse 301, 8810 Horgen",8810,47.2454475,8.6079657,
322,129,Coop,"Shopping-Raststätte A1, 5436 Würenlos",5436,47.4237384,8.3838173,
323,130,Coop,"Grundstrasse 1, 8320 Fehraltorf",8320,47.3867775,8.7549285,
324,131,Coop,"Bergstrasse 93, 8707 Uetikon",8707,47.2626915,8.6771383,
325,132,Coop,"Schaffhauserstrasse 110, 8180 Bülach",8180,47.52707299999999,8.5360678,
326,133,Coop,"Alte Landstrasse 26, 8804 Au",8804,47.2421863,8.6555767,
327,134,Coop,"Dammstrasse 18, 8708 Männedorf",8708,47.255438,8.6897305,
328,135,Coop,"Albertstrasse 2, 5432 Neuenhof",5432,47.4491504,8.3283972,
329,136,Coop,"Büelgass, 8625 Gossau",8625,47.3055606,8.7569243,
330,137,Coop,"Turmstrasse 8/10, 8330 Pfäffikon",8330,47.3690994,8.781915999999999,
331,138,Coop,"Zürcherstrasse 51, 8406 Winterthur",8406,47.494827,8.7127721,
332,139,Coop,"Jurastrasse 42-46, 5430 Wettingen",5430,47.4582992,8.3293304,
333,140,Coop,"Zentrum 2, 5443 Niederrohrdorf",5443,47.4237754,8.3051684,
334,141,Coop,"Wülflingerstrasse 271, 8408 Winterthur",8408,47.5101231,8.6915216,
335,142,Coop,"Florhofstrasse 9, 8820 Wädenswil",8820,47.2306389,8.6699631,
336,143,Coop,"Zugerstrasse 6, 8820 Wädenswil",8820,47.23030139999999,8.6724502,
337,144,Coop,"Seetalstrasse 1, 5630 Muri",5630,47.2726526,8.3409972,
338,145,Coop,"Winterthurstrasse 17, 8413 Neftenbach",8413,47.5264811,8.6690004,
339,146,Coop,"Bahnhofplatz 3, 8400 Winterthur",8400,47.4993784,8.7235009,
340,147,Coop,"Bahnhofplatz 5, 8400 Winterthur",8400,47.4994672,8.7232865,
341,148,Coop,"Bankstrasse 8/12, 8400 Winterthur",8400,47.5005535,8.7259011,
342,149,Coop,"Dorfstrasse 8A, 8483 Kollbrunn",8483,47.4565058,8.7736091,
343,150,Coop,"Feldstrasse 11, 8400 Winterthur",8400,47.5085541,8.717882399999999,
344,151,Coop,"Dorfstrasse 17, 5420 Ehrendingen",5420,47.4942386,8.3408204,
345,152,Coop,"Oberdorfstrasse 6A, 6340 Baar",6340,47.1956305,8.529893600000001,
346,153,Coop,"Kirchgasse 4, 8620 Wetzikon",8620,47.3261749,8.7976149,
347,154,Coop,"Emmerstrasse 12, 8192 Glattfelden",8192,47.55682849999999,8.5027777,
348,155,Coop,"Poststrasse 3, 6340 Baar",6340,47.1951121,8.5238544,
349,156,Coop,"Tösstalstrasse 236, 8405 Winterthur",8405,47.4845901,8.7587302,
350,157,Coop,"Kronenstrasse 4+6, 8712 Stäfa",8712,47.2415352,8.7244654,
351,158,Coop,"Bahnhofstrasse 7, 6312 Steinhausen",6312,47.196404,8.4826204,
352,159,Coop,"Mellingerstrasse 212, 5405 Baden-Dättwil",5405,47.4507293,8.2905123,
